article_id,title,year,is_relevant,relevance_score,relevance_labels,exclusion_reason,primary_url,pdf_urls,publisher_urls,doi,arxiv_id,identifiers,publishers,source_email_count,raw_record_count,first_seen_email_ts,last_seen_email_ts
gsa-e25db729e42b,"МОЛОДЕЖЬ. ОБЩЕСТВО. СОВРЕМЕННАЯ НАУКА, ТЕХНИКА И ИННОВАЦИИ",2026,False,0,[],missing clear distributed/edge/cloud computing context,https://elibrary.ru/item.asp?id=83049583,[],"[""https://elibrary.ru/item.asp?id=83049583""]",,,{},"[""elibrary.ru""]",1,1,2026-05-12T17:04:44,2026-05-12T17:04:44
gsa-e5060ff39505,Electric Vehicle Routing Problem with Drones Considering Weather Conditions and Time Windows,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://www.mdpi.com/2032-6653/17/5/253,[],"[""https://www.mdpi.com/2032-6653/17/5/253""]",,,"{""mdpi_path"": [""2032-6653/17/5/253""]}","[""MDPI""]",1,1,2026-05-12T17:04:44,2026-05-12T17:04:44
gsa-642f49d52b3b,AI-Driven Energy Management of a Multi-Port Hybrid Renewable Microgrid with Hybrid Energy Storage,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://ieeexplore.ieee.org/iel8/6287639/6514899/11511656.pdf,"[""https://ieeexplore.ieee.org/iel8/6287639/6514899/11511656.pdf""]",[],,,"{""ieee_document_id"": [""11511656""]}","[""IEEE Xplore""]",1,1,2026-05-12T17:04:44,2026-05-12T17:04:44
gsa-431fd2ba2e52,ЧИСЛЕННОЕ МОДЕЛИРОВАНИЕ ГАЗИФИКАЦИИ ТВЕРДЫХ ПОРИСТЫХ ПОЛИМЕРОВ В ДВУХКАМЕРНОМ ГАЗОГЕНЕРАТОРЕ ЛЕТАТЕЛЬНОГО АППАРАТА,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://elibrary.ru/download/elibrary_88779458_57533395.pdf#page=59,"[""https://elibrary.ru/download/elibrary_88779458_57533395.pdf#page=59""]",[],,,{},"[""elibrary.ru""]",1,1,2026-05-11T04:04:27,2026-05-11T04:04:27
gsa-90adcb64ea1c,The cold chain vehicle routing problem in omni-channel retailing,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S0957417426014776,[],"[""https://www.sciencedirect.com/science/article/pii/S0957417426014776""]",,,"{""sciencedirect_pii"": [""S0957417426014776""]}","[""ScienceDirect""]",1,1,2026-05-11T04:04:27,2026-05-11T04:04:27
gsa-40f712818179,Centralised control of tribrid energy storage system for frequency regulation with controller hardware-in-the-loop validation,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2352152X26021791,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X26021791""]",,,"{""sciencedirect_pii"": [""S2352152X26021791""]}","[""ScienceDirect""]",1,1,2026-05-11T04:04:27,2026-05-11T04:04:27
gsa-d271c24ea6a6,Adaptive Fuzzy Secondary Load Frequency Control with Photovoltaic and Battery Energy Storage System,2026,False,1,"[""computing_context"", ""adaptive_learning_context"", ""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S1568494626007556,[],"[""https://www.sciencedirect.com/science/article/pii/S1568494626007556""]",,,"{""sciencedirect_pii"": [""S1568494626007556""]}","[""ScienceDirect""]",1,1,2026-05-11T04:04:27,2026-05-11T04:04:27
gsa-74a866e0c184,"Технологии открытой отработки крупных золоторудных месторождений России к 2025 году (Наталкинское, Павлик, Хаканджинское, Култуминское, Вернинское)",2026,False,0,[],missing clear distributed/edge/cloud computing context,https://n-gn.ru/images/pdf/2026/02/4-13.pdf,"[""https://n-gn.ru/images/pdf/2026/02/4-13.pdf""]",[],,,{},"[""n-gn.ru""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-bd8e8c6fed26,"Разработка стандарта, регламентирующего использование беспилотных воздушных судов при выполнении маркшейдерских работ на открытых горных работах",2026,False,0,[],missing clear distributed/edge/cloud computing context,https://cyberleninka.ru/article/n/razrabotka-standarta-reglamentiruyuschego-ispolzovanie-bespilotnyh-vozdushnyh-sudov-pri-vypolnenii-marksheyderskih-rabot-na,[],"[""https://cyberleninka.ru/article/n/razrabotka-standarta-reglamentiruyuschego-ispolzovanie-bespilotnyh-vozdushnyh-sudov-pri-vypolnenii-marksheyderskih-rabot-na""]",,,{},"[""CyberLeninka""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-cc227d2a4acf,Improving MPC of Hybrid Energy Storage Systems of DC Microgrids Using Deadbeat Control,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://ieeexplore.ieee.org/abstract/document/11505871/,[],"[""https://ieeexplore.ieee.org/abstract/document/11505871/""]",,,"{""ieee_document_id"": [""11505871""]}","[""IEEE Xplore""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-4707d595f16a,Fast integral terminal sliding mode control of a multisource hybrid energy storage system in extended-range electric vehicles,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S0960077926005679,[],"[""https://www.sciencedirect.com/science/article/pii/S0960077926005679""]",,,"{""sciencedirect_pii"": [""S0960077926005679""]}","[""ScienceDirect""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-e2082945c60a,Distributed V2G-Enabled Multiport DC Charging System with Hierarchical Charging Management Strategy,2026,False,3,"[""computing_context""]",missing clear distributed/edge/cloud computing context,https://researchportal.vub.be/files/267616879/wevj-17-00199-v2.pdf,"[""https://researchportal.vub.be/files/267616879/wevj-17-00199-v2.pdf""]",[],,,{},"[""researchportal.vub.be""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-f4a025af71b3,An Exact Algorithm for the Vehicle Routing Problem with Time Windows and Perishable Products,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://pubsonline.informs.org/doi/abs/10.1287/trsc.2025.0262,[],"[""https://pubsonline.informs.org/doi/abs/10.1287/trsc.2025.0262""]",10.1287/trsc.2025.0262,,"{""doi"": [""10.1287/trsc.2025.0262""]}","[""pubsonline.informs.org""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-af0428a50194,A novel optimization framework for hydro-wind-PV-storage systems based on coordinated operation of hybrid energy storage,2026,False,2,"[""task_resource_context""]",missing clear distributed/edge/cloud computing context,https://pubs.aip.org/aip/jrse/article/18/3/036302/3388880,[],"[""https://pubs.aip.org/aip/jrse/article/18/3/036302/3388880""]",,,{},"[""pubs.aip.org""]",1,1,2026-05-09T17:03:01,2026-05-09T17:03:01
gsa-3d1579fd802e,SOCSOH-HDL: HYBRID DEEP LEARNING FRAMEWORK FOR CONCURRENT ESTIMATION OF STATE-OF-CHARGE AND STATE-OF-HEALTH IN LITHIUM-ION EV BATTERIES,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,http://www.jatit.org/volumes/Vol104No8/27Vol104No8.pdf,"[""http://www.jatit.org/volumes/Vol104No8/27Vol104No8.pdf""]",[],,,{},"[""www.jatit.org""]",1,1,2026-05-06T00:29:28,2026-05-06T00:29:28
gsa-6ba53fc36fcd,Открытые горные работы,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://rep.bntu.by/bitstream/handle/data/166971/Otkrytye_gornye_raboty.pdf?sequence=1,"[""https://rep.bntu.by/bitstream/handle/data/166971/Otkrytye_gornye_raboty.pdf?sequence=1""]",[],,,{},"[""rep.bntu.by""]",1,1,2026-05-04T11:09:30,2026-05-04T11:09:30
gsa-1dabff4a04e9,Hybrid energy storage system control method applied to floating wind-solar-wave multi-energy complementary power generation systems,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://link.springer.com/article/10.1007/s43236-026-01275-7,[],"[""https://link.springer.com/article/10.1007/s43236-026-01275-7""]",10.1007/s43236-026-01275-7,,"{""doi"": [""10.1007/s43236-026-01275-7""]}","[""Springer""]",1,1,2026-05-04T11:09:30,2026-05-04T11:09:30
gsa-12b5cdf129fc,Dynamic adaptive large neighborhood search approach for the uncertain multi-objective green vehicle routing problem,2026,True,4,"[""computing_context"", ""adaptive_learning_context""]",,https://www.sciencedirect.com/science/article/pii/S1568494626007714,[],"[""https://www.sciencedirect.com/science/article/pii/S1568494626007714""]",,,"{""sciencedirect_pii"": [""S1568494626007714""]}","[""ScienceDirect""]",1,1,2026-05-04T11:09:30,2026-05-04T11:09:30
gsa-9fec5c28de78,Bi-Learning Evolutionary Optimization with Substructure Preservation for the Capacitated Vehicle Routing Problem,2026,True,6,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context""]",,https://ieeexplore.ieee.org/abstract/document/11494873/,[],"[""https://ieeexplore.ieee.org/abstract/document/11494873/""]",,,"{""ieee_document_id"": [""11494873""]}","[""IEEE Xplore""]",1,1,2026-05-04T11:09:30,2026-05-04T11:09:30
gsa-16c7a13796f6,Balancing with batteries: The impact of revenue stacking and skip rates on battery energy storage profitability in Great Britain,2026,False,-3,"[""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S2352152X26019924,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X26019924""]",,,"{""sciencedirect_pii"": [""S2352152X26019924""]}","[""ScienceDirect""]",1,1,2026-05-01T05:00:44,2026-05-01T05:00:44
gsa-57fa450f472e,A Multiport/Multiphase DC/DC Converter with Coupled Inductors for Hybrid Energy Storage Systems Suitable for Aircraft Applications,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://www.mdpi.com/2075-1702/14/5/490,[],"[""https://www.mdpi.com/2075-1702/14/5/490""]",,,"{""mdpi_path"": [""2075-1702/14/5/490""]}","[""MDPI""]",1,1,2026-05-01T05:00:44,2026-05-01T05:00:44
gsa-f120af8daea3,Collaborative operation optimization and comprehensive benefit evaluation of an integrated wind-PV-thermal-energy storage system,2026,False,2,"[""task_resource_context""]",missing clear distributed/edge/cloud computing context,https://www.spiedigitallibrary.org/conference-proceedings-of-spie/14179/1417937/Collaborative-operation-optimization-and-comprehensive-benefit-evaluation-of-an-integrated/10.1117/12.3108001.short,[],"[""https://www.spiedigitallibrary.org/conference-proceedings-of-spie/14179/1417937/Collaborative-operation-optimization-and-comprehensive-benefit-evaluation-of-an-integrated/10.1117/12.3108001.short""]",,,{},"[""www.spiedigitallibrary.org""]",1,1,2026-04-29T20:08:12,2026-04-29T20:08:12
gsa-502f484ce97c,Aging-aware fleet management for electric vehicle routing problem,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S0360835226002275,[],"[""https://www.sciencedirect.com/science/article/pii/S0360835226002275""]",,,"{""sciencedirect_pii"": [""S0360835226002275""]}","[""ScienceDirect""]",1,1,2026-04-29T20:08:12,2026-04-29T20:08:12
gsa-ed62189d809e,РОЛЬ ЦИФРОВЫХ РЕШЕНИЙ В ОПТИМИЗАЦИИ УПРАВЛЕНЧЕСКОГО УЧЕТА И СНИЖЕНИИ ИЗДЕРЖЕК В АГРОПРОМЫШЛЕННОМ КОМПЛЕКСЕ,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://elibrary.ru/item.asp?id=83198719,[],"[""https://elibrary.ru/item.asp?id=83198719""]",,,{},"[""elibrary.ru""]",1,1,2026-04-28T08:07:26,2026-04-28T08:07:26
gsa-cbe9646ec66d,МЕТРОЛОГИЧЕСКИЕ АСПЕКТЫ ПРОГРАММЫ ГАЗИФИКАЦИИ РОССИИ,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://elibrary.ru/item.asp?id=88802402,[],"[""https://elibrary.ru/item.asp?id=88802402""]",,,{},"[""elibrary.ru""]",1,1,2026-04-28T08:07:26,2026-04-28T08:07:26
gsa-fc05a672182f,Multi-depot electric vehicle routing problem with half-open rotations: a formulation and metaheuristic algorithms,2026,False,0,[],missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S0305054826001206,[],"[""https://www.sciencedirect.com/science/article/pii/S0305054826001206""]",,,"{""sciencedirect_pii"": [""S0305054826001206""]}","[""ScienceDirect""]",1,1,2026-04-28T08:07:26,2026-04-28T08:07:26
gsa-0140c5fdec3f,Power quality enhancement in a solar-powered grid-integrated distributed system with hybrid energy storage,2026,False,3,"[""computing_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2352152X26018931,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X26018931""]",,,"{""sciencedirect_pii"": [""S2352152X26018931""]}","[""ScienceDirect""]",1,1,2026-04-26T20:01:59,2026-04-26T20:01:59
gsa-0db9f0b91f72,Solar Tree-Shaped Renewable Energy Storage System with Lightning Protection,2026,False,-3,"[""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S305047592600432X,[],"[""https://www.sciencedirect.com/science/article/pii/S305047592600432X""]",,,"{""sciencedirect_pii"": [""S305047592600432X""]}","[""ScienceDirect""]",1,1,2026-04-25T14:28:35,2026-04-25T14:28:35
gsa-00fd686739dd,Dual-level Collaborative Optimization Model of Integrated Energy Systems with Electricity-Thermal-Hydrogen Hybrid Energy Storage,2026,False,-1,"[""task_resource_context"", ""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S0360544226012016,[],"[""https://www.sciencedirect.com/science/article/pii/S0360544226012016""]",,,"{""sciencedirect_pii"": [""S0360544226012016""]}","[""ScienceDirect""]",1,1,2026-04-25T14:28:35,2026-04-25T14:28:35
gsa-919c593638eb,Deep Reinforcement Learning-Based Mobile Battery Energy Storage System Control With Partial Observability and Data Imputation,2026,False,-2,"[""adaptive_learning_context"", ""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://ieeexplore.ieee.org/abstract/document/11475874/,[],"[""https://ieeexplore.ieee.org/abstract/document/11475874/""]",,,"{""ieee_document_id"": [""11475874""]}","[""IEEE Xplore""]",2,2,2026-04-22T18:44:33,2026-04-25T14:28:35
gsa-62b74d7de5d9,A hybrid energy storage system power allocation and multi-objective fuzzy control strategy for assisting photovoltaic power generation into the grid,2026,False,-2,"[""adaptive_learning_context"", ""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://iopscience.iop.org/article/10.1088/2631-8695/ae62db/meta,[],"[""https://iopscience.iop.org/article/10.1088/2631-8695/ae62db/meta""]",10.1088/2631-8695,,"{""doi"": [""10.1088/2631-8695""]}","[""IOPscience""]",1,1,2026-04-25T14:28:35,2026-04-25T14:28:35
gsa-61ad3b69ab45,GTEA: A Game-Theoretic Evolutionary Algorithm for Solving Vehicle Routing Problem With Time Windows Under Uncertain Travel Times,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://ieeexplore.ieee.org/abstract/document/11466479/,[],"[""https://ieeexplore.ieee.org/abstract/document/11466479/""]",,,"{""ieee_document_id"": [""11466479""]}","[""IEEE Xplore""]",1,1,2026-04-22T18:44:33,2026-04-22T18:44:33
gsa-3807b2d247c8,Hierarchical sizing optimization for electric racing cars with hybrid energy storage system,2025,False,2,"[""task_resource_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2352152X25037545,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X25037545""]",,,"{""sciencedirect_pii"": [""S2352152X25037545""]}","[""ScienceDirect""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-9d7e9294ce0d,Fuzzy Reinforcement Learning-based Energy Management Strategy for the Integration of Hybrid Energy Storage System of Electric Vehicle,2025,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2590123025039271,[],"[""https://www.sciencedirect.com/science/article/pii/S2590123025039271""]",,,"{""sciencedirect_pii"": [""S2590123025039271""]}","[""ScienceDirect""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-4ba6c63895bb,"Cryogenic Carnot battery energy storage system for utilization of LNG cold energy: Optimization, thermodynamic and economic analysis",2025,False,-1,"[""task_resource_context"", ""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S036054422504695X,[],"[""https://www.sciencedirect.com/science/article/pii/S036054422504695X""]",,,"{""sciencedirect_pii"": [""S036054422504695X""]}","[""ScienceDirect""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-26f43ddc1edb,Continuous Smooth Adaptive Barrier Function-Based Sliding Mode Controller for Hybrid Energy Storage System of Electric Vehicle,2025,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://link.springer.com/article/10.1007/s13369-025-10853-z,[],"[""https://link.springer.com/article/10.1007/s13369-025-10853-z""]",10.1007/s13369-025-10853-z,,"{""doi"": [""10.1007/s13369-025-10853-z""]}","[""Springer""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-621eb3a12558,Advanced control strategy based on hybrid energy storage system for frequency stability of interconnected power system with high renewables penetration,2025,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.nature.com/articles/s41598-025-23283-6,[],"[""https://www.nature.com/articles/s41598-025-23283-6""]",10.1038/s41598-025-23283-6,,"{""doi"": [""10.1038/s41598-025-23283-6""]}","[""Nature""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-40bb9aa349ba,A hierarchical real-time energy management and control strategy for fully-active battery/supercapacitor hybrid energy storage system,2026,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2352152X25040976,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X25040976""]",,,"{""sciencedirect_pii"": [""S2352152X25040976""]}","[""ScienceDirect""]",1,1,2025-11-19T12:55:40,2025-11-19T12:55:40
gsa-6b8f0851bcad,Federated Reinforcement Learning with Hybrid Optimization for Secure and Reliable Data Transmission in Wireless Sensor Networks (WSNs),2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://research.edgehill.ac.uk/files/102468057/mathematics-13-03196-v2.pdf,"[""https://research.edgehill.ac.uk/files/102468057/mathematics-13-03196-v2.pdf""]",[],,,{},"[""research.edgehill.ac.uk""]",1,1,2025-10-25T16:14:07,2025-10-25T16:14:07
gsa-d93402c91db8,An Energy-Efficient Edge Coprocessor for Neural Rendering with Explicit Data Reuse Strategies,2025,False,3,"[""computing_context""]",missing clear distributed/edge/cloud computing context,https://arxiv.org/pdf/2510.07667,"[""https://arxiv.org/pdf/2510.07667""]",[],,2510.07667,"{""arxiv_id"": [""2510.07667""]}","[""arXiv""]",1,1,2025-10-25T16:14:07,2025-10-25T16:14:07
gsa-69f79dc94d6b,"On Joint Revenue Maximization, Resource Allocation and Task Offloading for Crowdsourcing-like Edge Computing",2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11202903/,[],"[""https://ieeexplore.ieee.org/abstract/document/11202903/""]",,,"{""ieee_document_id"": [""11202903""]}","[""IEEE Xplore""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-fa8ebd8c9870,Multi-agent Deep Reinforcement Learning-Based Hierarchical Scheduling in Heterogeneous UAVs Enabled Vehicular Networks,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11204173/,[],"[""https://ieeexplore.ieee.org/abstract/document/11204173/""]",,,"{""ieee_document_id"": [""11204173""]}","[""IEEE Xplore""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-3014f93f0c04,Effectiveness of wax additives in cast asphalt concrete mixtures Magazine of Civil Engineering. 2025. 18 (4),2025,False,0,[],missing clear distributed/edge/cloud computing context,https://engstroy.spbstu.ru/userfiles/files/2025/18%284%29/07.pdf,"[""https://engstroy.spbstu.ru/userfiles/files/2025/18%284%29/07.pdf""]",[],,,{},"[""engstroy.spbstu.ru""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-37b3ff633eba,"Choice of an efficient, sustainable and cost-effective energy storage system for optimal operation of a microgrid system incorporating adaptive demand side management strategies",2025,False,1,"[""adaptive_learning_context""]",missing clear distributed/edge/cloud computing context,https://www.sciencedirect.com/science/article/pii/S2352152X25036096,[],"[""https://www.sciencedirect.com/science/article/pii/S2352152X25036096""]",,,"{""sciencedirect_pii"": [""S2352152X25036096""]}","[""ScienceDirect""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-7664f978e9f7,A High-Precision Object Detection Algorithm for UAV Aerial Images: WI-YOLO,2025,False,2,"[""computing_context"", ""network_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://academics.erytis.com/index.php/jcsft/article/view/136/131,"[""https://academics.erytis.com/index.php/jcsft/article/view/136/131""]",[],,,{},"[""academics.erytis.com""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-1e239c079680,A Deep Reinforcement Learning with Transformer Integration for Directed Acyclic Graph Scheduling in Edge Networks,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11204819/,[],"[""https://ieeexplore.ieee.org/abstract/document/11204819/""]",,,"{""ieee_document_id"": [""11204819""]}","[""IEEE Xplore""]",1,1,2025-10-20T20:12:56,2025-10-20T20:12:56
gsa-95e967b88571,Personalized Federated Learning for Intelligent Slice-Based Task Offloading and Slice Resource Allocation in Sliced B5G MEC-Enabled Network,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11173198/,[],"[""https://ieeexplore.ieee.org/abstract/document/11173198/""]",,,"{""ieee_document_id"": [""11173198""]}","[""IEEE Xplore""]",1,1,2025-09-23T06:48:26,2025-09-23T06:48:26
gsa-93416715535e,Noise-Aware State-Space Method for Underwater Object Detection,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S0031320325010362,[],"[""https://www.sciencedirect.com/science/article/pii/S0031320325010362""]",,,"{""sciencedirect_pii"": [""S0031320325010362""]}","[""ScienceDirect""]",1,1,2025-09-23T06:48:26,2025-09-23T06:48:26
gsa-fef2f03bd1f5,FOFF: an energy-efficient task offloading in VEC-enabled vehicular networks using fuzzy TOPSIS,2025,True,9,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""strong_computing_context"", ""network_context""]",,https://link.springer.com/article/10.1007/s10586-025-05519-2,[],"[""https://link.springer.com/article/10.1007/s10586-025-05519-2""]",10.1007/s10586-025-05519-2,,"{""doi"": [""10.1007/s10586-025-05519-2""]}","[""Springer""]",1,1,2025-09-23T06:48:26,2025-09-23T06:48:26
gsa-9d2405a14950,CF-YOLO: a cross-layer feature fusion YOLO framework for small object detection,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.spiedigitallibrary.org/journals/journal-of-electronic-imaging/volume-34/issue-5/053006/CF-YOLO--a-cross-layer-feature-fusion-YOLO-framework/10.1117/1.JEI.34.5.053006.short,[],"[""https://www.spiedigitallibrary.org/journals/journal-of-electronic-imaging/volume-34/issue-5/053006/CF-YOLO--a-cross-layer-feature-fusion-YOLO-framework/10.1117/1.JEI.34.5.053006.short""]",,,{},"[""www.spiedigitallibrary.org""]",1,1,2025-09-23T06:48:26,2025-09-23T06:48:26
gsa-2cbe3c06c293,YOLO for Urban Traffic: Insights,2025,False,1,"[""computing_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.google.com/books?hl=en&lr=lang_en&id=bJqCEQAAQBAJ&oi=fnd&pg=PA13,[],"[""https://www.google.com/books?hl=en&lr=lang_en&id=bJqCEQAAQBAJ&oi=fnd&pg=PA13""]",,,"{""google_books_id"": [""bJqCEQAAQBAJ""], ""google_books_page"": [""PA13""]}","[""Google Books""]",1,1,2025-09-07T04:19:04,2025-09-07T04:19:04
gsa-a816cea0719f,Stability analysis and impedance shaping of MW-Level photovoltaic energy storage system integrated in traction power supply system,2025,False,-3,"[""off_topic_energy_carbon""]",energy/carbon/hydrogen topic without distributed-computing context,https://www.sciencedirect.com/science/article/pii/S0142061525006209,[],"[""https://www.sciencedirect.com/science/article/pii/S0142061525006209""]",,,"{""sciencedirect_pii"": [""S0142061525006209""]}","[""ScienceDirect""]",1,1,2025-09-07T04:19:04,2025-09-07T04:19:04
gsa-934ea1d5e456,SW-YOLO: Wildlife Object Detection Based on Segment Anything and YOLO,2025,False,-1,"[""network_context"", ""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://www.google.com/books?hl=en&lr=lang_en&id=UPB_EQAAQBAJ&oi=fnd&pg=PA212,[],"[""https://www.google.com/books?hl=en&lr=lang_en&id=UPB_EQAAQBAJ&oi=fnd&pg=PA212""]",,,"{""google_books_id"": [""UPB_EQAAQBAJ""], ""google_books_page"": [""PA212""]}","[""Google Books""]",1,1,2025-09-07T04:19:04,2025-09-07T04:19:04
gsa-cea59371864c,A Knowledge Distillation-empowered Adaptive Federated Reinforcement Learning Framework for Multi-Domain IoT Applications Scheduling,2025,True,7,"[""computing_context"", ""task_resource_context"", ""adaptive_learning_context"", ""network_context""]",,https://arxiv.org/pdf/2508.21328,"[""https://arxiv.org/pdf/2508.21328""]",[],,2508.21328,"{""arxiv_id"": [""2508.21328""]}","[""arXiv""]",1,1,2025-09-07T04:19:04,2025-09-07T04:19:04
gsa-80bae793ad9c,SD-YOLO: A Robust and Efficient Object Detector for Aerial Image Detection,2025,False,-2,"[""vision_detection_noise""]",computer-vision/object-detection topic without distributed-computing context,https://ieeexplore.ieee.org/iel8/4609443/4609444/11087954.pdf,"[""https://ieeexplore.ieee.org/iel8/4609443/4609444/11087954.pdf""]",[],,,"{""ieee_document_id"": [""11087954""]}","[""IEEE Xplore""]",1,1,2025-08-18T03:11:55,2025-08-18T03:11:55
gsa-601dac78ca43,Traffic-Aware Cloud-Edge Collaborative Offloading for Vehicular Tasks At Complex Intersections,2025,True,6,"[""computing_context"", ""task_resource_context"", ""network_context""]",,https://ieeexplore.ieee.org/abstract/document/11112731/,[],"[""https://ieeexplore.ieee.org/abstract/document/11112731/""]",,,"{""ieee_document_id"": [""11112731""]}","[""IEEE Xplore""]",1,1,2025-08-09T11:56:06,2025-08-09T11:56:06
gsa-89e8b0f67afd,Throughput-Aware Cooperative Task Offloading in Dynamic Mobile Edge Computing Systems,2025,True,7,"[""computing_context"", ""task_resource_context"", ""strong_computing_context""]",,https://ieeexplore.ieee.org/abstract/document/11095639/,[],"[""https://ieeexplore.ieee.org/abstract/document/11095639/""]",,,"{""ieee_document_id"": [""11095639""]}","[""IEEE Xplore""]",3,3,2025-07-29T09:24:03,2025-08-09T11:56:06
gsa-a1c73579af5a,Resource optimization for minimizing latency and cost in UAV-assisted mobile edge computing (MEC) networks,2025,True,8,"[""computing_context"", ""task_resource_context"", ""strong_computing_context"", ""network_context""]",,https://www.sciencedirect.com/science/article/pii/S1389128625005547,[],"[""https://www.sciencedirect.com/science/article/pii/S1389128625005547""]",,,"{""sciencedirect_pii"": [""S1389128625005547""]}","[""ScienceDirect""]",1,1,2025-08-09T11:56:06,2025-08-09T11:56:06
